cx,cy,angle,tx,ty,hit,miss
10,7,83,12,15,1,0
6,6,160,4,19,0,1
1,7,62,1,12,0,1
9,9,79,20,15,0,1
12,2,144,1,12,1,0
17,5,48,11,11,0,1
6,4,43,0,16,0,1
12,7,124,0,13,0,1
14,4,150,12,10,0,1
16,3,142,1,17,1,0
14,2,132,7,10,1,0
8,5,20,1,16,0,1
4,1,41,16,11,1,0
10,4,100,9,10,1,0
11,9,143,2,17,1,0
17,3,145,0,17,1,0
14,6,99,13,14,1,0
3,4,52,9,19,0,1
20,1,60,3,19,0,1
0,7,26,16,13,1,0
1,2,14,11,13,0,1
17,1,18,0,16,0,1
7,8,145,16,18,0,1
11,1,169,20,11,0,1
13,7,45,6,16,0,1
20,9,102,20,17,1,0
5,0,77,17,15,0,1
15,2,97,13,14,1,0
5,7,92,16,19,0,1
19,0,29,7,13,0,1
0,8,19,0,17,0,1
16,6,7,1,12,0,1
12,7,106,10,16,1,0
5,9,171,15,15,0,1
3,3,74,5,10,1,0
12,4,153,5,18,0,1
8,1,112,0,10,0,1
17,8,167,16,16,0,1
6,4,107,14,12,0,1
9,7,64,8,13,0,1
3,5,33,18,14,1,0
2,3,139,12,11,0,1
7,7,150,6,10,0,1
10,9,7,10,10,1,0
8,1,57,20,13,0,1
15,0,120,5,18,1,0
17,8,131,14,14,1,0
5,9,131,0,13,1,0
20,9,86,20,15,1,0
5,5,88,7,17,1,0
11,2,111,9,12,1,0
7,6,115,5,11,1,0
7,1,51,16,14,1,0
16,1,123,8,16,1,0
12,7,85,15,19,1,0
12,5,89,1,10,0,1
14,6,165,4,10,1,0
18,0,115,10,10,0,1
12,0,85,12,12,1,0
1,0,57,12,15,1,0
10,3,169,18,11,0,1
7,7,134,4,12,1,0
14,3,31,20,17,0,1
6,0,59,16,19,1,0
9,1,120,16,12,0,1
20,6,178,2,17,0,1
6,7,131,1,10,1,0
2,9,170,6,15,0,1
20,4,39,9,16,0,1
20,7,116,4,15,0,1
18,8,44,19,11,1,0
8,5,172,20,11,0,1
9,9,160,6,11,1,0
6,4,11,7,11,0,1
7,2,79,3,16,0,1
20,4,179,10,16,0,1
5,5,43,16,13,1,0
10,8,131,9,10,1,0
8,9,50,10,13,1,0
14,4,115,10,16,1,0
0,8,47,6,15,1,0
17,5,168,12,18,0,1
12,3,65,8,17,0,1
12,4,143,0,15,1,0
6,4,39,4,13,0,1
7,7,113,2,13,0,1
11,4,46,10,18,0,1
9,3,21,14,11,0,1
7,4,57,13,13,1,0
3,6,98,18,17,0,1
14,7,30,11,15,0,1
20,4,134,4,10,0,1
17,6,144,10,11,1,0
15,5,122,8,13,1,0
8,2,32,11,17,0,1
19,5,95,10,12,0,1
7,2,30,0,19,0,1
18,9,167,2,14,1,0
5,9,32,20,17,1,0
18,6,26,9,16,0,1
17,2,125,8,18,1,0
14,5,70,7,14,0,1
7,5,81,11,19,1,0
14,0,110,9,14,1,0
17,7,24,12,12,0,1
19,9,140,5,19,1,0
5,0,104,6,19,0,1
7,8,44,13,15,1,0
17,5,133,16,12,0,1
0,4,96,1,11,1,0
11,4,30,1,15,0,1
20,3,109,15,13,1,0
5,5,34,5,13,0,1
8,9,51,10,10,1,0
15,3,73,20,19,1,0
2,9,127,12,19,0,1
0,2,167,1,17,0,1
9,8,106,5,19,1,0
12,5,35,20,11,1,0
17,7,18,2,13,0,1
3,5,10,3,14,0,1
12,6,85,13,18,1,0
5,6,69,1,19,0,1
20,9,13,4,18,0,1
20,7,120,13,16,1,0
10,7,78,16,17,0,1
9,6,131,5,13,1,0
7,4,97,13,16,0,1
16,4,153,3,11,1,0
13,9,143,4,16,1,0
16,8,104,0,14,0,1
8,2,24,3,15,0,1
8,9,160,20,16,0,1
17,9,4,15,13,0,1
13,5,51,19,15,1,0
18,3,93,16,12,1,0
3,6,41,18,19,1,0
5,6,154,18,13,0,1
3,8,156,3,17,0,1
13,0,126,2,15,1,0
12,1,26,1,16,0,1
2,4,63,7,17,1,0
18,9,40,17,14,0,1
17,2,106,15,10,1,0
20,0,97,17,16,1,0
14,9,58,17,17,1,0
8,5,55,19,11,0,1
9,6,1,7,12,0,1
5,7,34,12,10,1,0
11,1,14,20,15,0,1
1,3,168,18,19,0,1
6,1,76,10,13,1,0
0,6,0,20,10,0,1
19,3,88,16,10,0,1
2,0,100,10,13,0,1
8,6,48,19,19,1,0
9,3,148,15,12,0,1
1,8,84,2,15,1,0
13,3,109,9,12,1,0
11,8,36,19,15,1,0
14,1,128,10,17,0,1
3,0,144,6,16,0,1
18,3,39,1,17,0,1
18,5,81,19,15,1,0
13,1,135,17,16,0,1
15,9,51,1,13,0,1
14,5,146,5,13,1,0
14,3,170,19,17,0,1
10,2,35,0,14,0,1
15,2,48,15,10,0,1
9,1,78,9,19,0,1
8,4,137,10,15,0,1
10,2,163,8,16,0,1
20,2,15,3,17,0,1
3,4,161,18,18,0,1
9,8,78,13,19,1,0
4,0,100,20,19,0,1
5,2,97,1,19,1,0
8,7,122,5,12,1,0
12,2,68,11,16,0,1
0,0,170,20,14,0,1
9,0,60,16,16,1,0
13,6,150,0,14,1,0
5,9,11,16,12,1,0
13,4,70,14,15,0,1
16,6,180,2,14,0,1
4,0,158,18,19,0,1
3,8,17,12,11,1,0
20,3,162,16,17,0,1
19,4,132,16,19,0,1
13,4,132,6,11,1,0
4,0,169,3,16,0,1
17,2,123,11,13,1,0
6,7,7,10,17,0,1
6,9,157,10,17,0,1
11,6,23,4,19,0,1
7,7,129,3,12,1,0
11,1,100,8,12,1,0
17,6,148,16,16,0,1
1,2,136,11,13,0,1
8,8,174,7,10,1,0
15,8,19,18,14,0,1
0,5,154,19,14,0,1
9,6,171,20,14,0,1
3,5,153,20,11,0,1
12,5,128,4,13,1,0
1,7,126,16,13,0,1
17,4,104,16,15,1,0
0,1,68,7,18,1,0
8,7,50,13,19,0,1
18,8,67,5,16,0,1
4,3,155,4,19,0,1
16,3,156,16,19,0,1
10,1,13,12,11,0,1
10,2,26,20,10,0,1
13,6,86,0,11,0,1
7,1,72,20,19,0,1
18,9,1,1,17,0,1
9,6,149,0,10,1,0
5,1,47,17,13,1,0
8,7,94,6,12,1,0
2,9,53,3,11,1,0
16,8,142,13,11,1,0
13,0,5,6,10,0,1
5,8,39,17,18,1,0
17,7,112,11,17,1,0
15,7,93,14,15,1,0
13,6,90,8,17,0,1
3,8,108,15,17,0,1
17,0,0,7,15,0,1
4,7,5,17,15,0,1
12,9,77,1,10,0,1
0,7,29,8,13,1,0
7,4,129,6,12,0,1
9,3,57,14,10,1,0
9,7,119,5,16,1,0
8,0,100,11,11,0,1
1,6,150,11,14,0,1
11,9,164,17,15,0,1
14,2,20,0,10,0,1
11,6,145,7,11,1,0
15,8,112,11,16,1,0
14,7,118,7,19,1,0
13,6,134,6,15,1,0
15,8,175,20,17,0,1
8,2,88,12,11,0,1
15,5,57,20,13,1,0
4,4,151,16,19,0,1
5,3,98,3,19,1,0
10,1,108,4,17,1,0
14,2,152,5,14,0,1
18,2,155,1,11,1,0
0,4,180,2,12,0,1
20,8,7,16,10,0,1
16,7,69,16,16,0,1
13,1,66,17,14,1,0
14,6,42,8,19,0,1
4,6,72,5,14,1,0
10,7,89,10,19,1,0
0,2,37,5,10,0,1
16,8,21,12,12,0,1
5,3,38,2,17,0,1
11,5,59,13,12,1,0
19,4,141,12,10,1,0
3,2,103,1,12,1,0
14,7,95,18,19,0,1
6,6,153,2,13,0,1
2,5,61,7,11,1,0
8,9,178,3,14,0,1
6,8,164,1,11,1,0
1,2,100,8,18,0,1
14,9,157,15,10,1,0
15,8,49,4,18,0,1
20,4,141,11,12,1,0
13,1,106,8,16,1,0
12,5,113,6,17,1,0
9,9,0,20,19,0,1
0,7,106,8,16,0,1
15,8,143,17,12,0,1
5,2,18,9,12,0,1
16,2,62,3,17,0,1
13,8,40,8,13,0,1
19,0,110,16,18,0,1
1,3,45,16,18,1,0
8,0,81,11,18,1,0
18,6,88,17,11,1,0
12,8,22,15,15,0,1
9,9,68,14,10,0,1
11,7,50,9,12,0,1
16,8,40,2,18,0,1
12,9,108,17,18,0,1
4,9,88,12,13,0,1
12,9,108,0,15,0,1
17,6,147,7,13,1,0
14,2,76,8,11,0,1
5,1,68,9,18,0,1
0,9,118,2,14,0,1
19,4,102,19,10,1,0
17,0,90,17,12,1,0
16,8,71,11,19,0,1
17,7,103,9,13,0,1
1,2,155,18,10,0,1
10,7,47,12,12,1,0
7,3,84,11,14,0,1
4,4,7,13,18,0,1
5,8,45,9,18,0,1
13,3,128,8,16,0,1
16,9,136,13,11,1,0
12,1,14,13,15,0,1
5,4,156,20,10,0,1
3,6,99,0,17,1,0
3,9,170,3,14,0,1
3,3,40,18,15,1,0
1,4,52,17,12,0,1
13,1,150,15,10,0,1
16,5,95,4,17,0,1
17,6,87,18,17,1,0
8,9,37,18,12,0,1
16,1,126,9,11,1,0
18,6,32,8,18,0,1
8,2,69,8,13,0,1
16,3,103,14,16,1,0
13,9,174,3,10,1,0
10,6,99,12,16,0,1
5,7,107,2,18,1,0
10,3,49,17,11,1,0
5,3,54,0,13,0,1
4,5,17,4,11,0,1
13,2,136,4,12,1,0
15,8,129,3,12,0,1
5,1,171,2,11,0,1
7,9,70,6,10,1,0
3,7,81,10,12,0,1
9,9,123,4,14,1,0
3,8,51,11,15,1,0
11,6,73,8,17,0,1
3,7,9,7,10,0,1
14,1,86,3,10,0,1
5,7,86,7,15,1,0
19,1,33,17,17,0,1
14,5,72,17,13,1,0
12,7,176,20,15,0,1
13,5,37,17,13,0,1
11,0,122,0,15,1,0
18,0,162,7,14,0,1
13,0,57,16,10,0,1
5,8,88,14,12,0,1
10,7,38,20,14,1,0
2,2,135,19,16,0,1
17,3,135,6,14,1,0
5,3,92,5,15,1,0
13,4,117,14,18,0,1
6,8,72,16,18,0,1
3,5,15,7,16,0,1
17,1,122,8,14,1,0
13,9,178,2,15,0,1
2,4,49,14,19,1,0
2,9,137,6,14,0,1
10,8,165,11,19,0,1
12,3,156,6,11,0,1
14,7,104,18,13,0,1
17,2,18,11,15,0,1
10,2,45,2,13,0,1
15,6,122,13,19,0,1
5,6,140,16,13,0,1
12,2,118,6,10,1,0
1,4,165,5,16,0,1
17,9,124,15,12,1,0
4,8,0,9,10,1,0
12,9,41,3,15,0,1
2,4,97,4,16,0,1
1,3,33,3,19,0,1
16,7,131,11,15,1,0
11,2,6,4,18,0,1
18,2,74,20,16,1,0
11,6,26,2,12,0,1
14,3,120,8,11,1,0
4,6,42,20,19,1,0
15,9,4,17,11,1,0
2,0,80,2,11,1,0
4,7,160,1,16,0,1
11,7,38,18,15,1,0
5,1,104,1,19,1,0
17,3,0,13,11,0,1
19,7,3,8,19,0,1
2,7,156,3,17,0,1
6,0,152,16,17,0,1
1,1,108,12,17,0,1
19,1,146,4,10,1,0
14,9,48,17,14,1,0
13,1,99,9,18,1,0
20,4,94,20,17,1,0
12,3,161,7,18,0,1
7,2,94,4,17,1,0
11,5,60,18,19,1,0
1,4,39,14,17,1,0
1,1,15,19,10,0,1
12,3,81,10,18,0,1
4,5,5,14,12,0,1
19,2,101,2,14,0,1
4,3,55,15,17,1,0
10,0,91,8,14,1,0
9,6,145,2,10,1,0
2,2,98,9,18,0,1
16,8,14,9,11,0,1
20,9,79,15,19,0,1
17,8,87,11,14,0,1
14,1,108,7,13,0,1
20,8,135,10,18,1,0
4,9,160,16,18,0,1
0,3,132,0,12,0,1
16,5,14,14,13,0,1
19,0,100,16,17,1,0
10,8,99,3,16,0,1
4,4,0,16,17,0,1
0,9,55,4,17,1,0
9,3,81,10,17,1,0
12,8,170,0,10,1,0
13,0,73,12,13,0,1
5,4,94,15,19,0,1
18,4,135,20,18,0,1
4,9,1,0,10,1,0
5,5,84,6,16,1,0
8,8,124,6,14,1,0
9,9,148,7,13,0,1
5,6,78,12,17,0,1
10,9,97,9,12,1,0
3,1,97,3,14,1,0
6,0,52,19,12,0,1
6,3,87,14,18,0,1
9,9,99,4,11,0,1
19,3,141,11,10,1,0
1,5,77,1,10,1,0
14,9,170,12,10,1,0
17,5,149,9,16,0,1
7,9,116,2,16,1,0
13,3,130,10,13,0,1
0,5,1,8,18,0,1
15,9,104,17,16,0,1
1,3,178,20,19,0,1
1,5,156,16,11,0,1
16,4,27,18,13,0,1
7,5,34,19,12,1,0
9,4,140,0,11,1,0
14,0,111,9,12,1,0
3,8,20,1,16,0,1
19,8,17,20,19,0,1
13,7,25,4,16,0,1
0,5,170,20,10,0,1
2,6,54,6,14,1,0
20,7,109,20,11,1,0
8,1,147,7,18,0,1
20,8,163,11,12,1,0
11,8,86,11,18,1,0
17,4,139,15,16,0,1
6,7,15,5,14,0,1
4,8,46,13,16,1,0
4,7,70,8,17,1,0
19,2,154,2,10,1,0
9,4,133,3,11,1,0
10,8,85,12,15,1,0
4,6,87,6,14,1,0
11,5,99,16,18,0,1
1,7,44,3,15,0,1
7,0,125,11,11,0,1
17,8,98,13,12,0,1
14,3,133,1,18,1,0
11,1,124,2,11,1,0
9,9,7,15,11,1,0
15,1,158,4,15,0,1
5,5,53,8,11,1,0
5,8,61,6,10,1,0
1,5,57,2,10,1,0
9,6,61,12,10,1,0
14,4,105,16,17,0,1
7,8,33,2,15,0,1
15,6,69,0,10,0,1
12,4,60,19,12,0,1
8,0,105,15,10,0,1
13,4,131,2,19,1,0
1,5,154,8,11,0,1
4,5,103,17,19,0,1
5,6,37,17,13,1,0
18,7,144,12,14,0,1
3,8,6,10,18,0,1
20,6,109,17,14,1,0
5,4,49,14,17,1,0
12,3,107,8,17,1,0
1,5,66,4,12,1,0
13,9,110,0,11,0,1
8,5,128,9,19,0,1
7,5,130,11,16,0,1
14,0,143,2,10,1,0
5,9,114,17,12,0,1
6,1,145,14,15,0,1
2,5,70,5,15,1,0
12,8,109,11,16,1,0
8,6,73,14,19,1,0
10,0,24,8,12,0,1
8,8,145,1,10,0,1
9,3,101,7,18,1,0
15,8,98,10,17,0,1
17,6,131,4,19,1,0
10,4,121,6,11,1,0
10,1,164,15,18,0,1
8,3,82,11,17,1,0
16,8,48,1,10,0,1
19,3,100,6,11,0,1
11,0,21,13,19,0,1
14,5,176,14,13,0,1
7,1,97,7,11,1,0
16,3,120,6,17,1,0
15,5,144,8,11,1,0
12,8,98,11,12,1,0
20,1,125,8,17,1,0
11,1,72,18,19,1,0
7,2,30,1,18,0,1
13,3,78,14,13,1,0
15,3,67,15,17,0,1
0,3,126,16,19,0,1
7,5,50,9,10,1,0
20,3,80,19,16,0,1
2,6,168,15,16,0,1
9,1,118,2,10,1,0
18,2,5,2,14,0,1
18,8,64,19,11,1,0
18,5,132,15,12,0,1
15,4,155,8,17,0,1
1,2,174,4,10,0,1
7,5,108,3,16,1,0
16,8,116,14,15,1,0
15,5,65,1,11,0,1
13,4,122,0,15,0,1
19,8,170,17,13,0,1
3,4,53,8,10,1,0
20,7,124,6,14,0,1
13,5,99,9,18,1,0
5,7,176,14,14,0,1
15,4,83,17,13,1,0
12,8,8,14,14,0,1
7,1,124,17,12,0,1
8,9,10,12,11,1,0
3,7,137,20,12,0,1
0,8,146,16,18,0,1
13,5,49,20,12,1,0
11,4,169,6,18,0,1
7,5,7,17,10,0,1
10,1,76,9,13,0,1
0,1,46,12,12,1,0
7,5,64,15,11,0,1
10,4,73,15,16,1,0
18,7,119,11,17,1,0
2,5,51,19,13,0,1
19,8,104,7,16,0,1
9,8,163,3,10,1,0
14,9,52,19,16,1,0
4,7,34,14,14,1,0
11,6,135,3,14,1,0
19,4,112,8,14,0,1
13,0,60,18,12,1,0
15,0,116,12,10,1,0
16,1,113,7,16,0,1
16,9,140,3,18,1,0
5,6,43,8,16,0,1
2,1,42,9,12,0,1
19,8,166,20,10,0,1
12,4,74,14,10,1,0
17,6,152,4,13,1,0
13,1,17,8,11,0,1
12,1,38,5,18,0,1
13,5,36,16,10,0,1
7,4,118,1,14,1,0
18,0,23,7,11,0,1
5,5,63,20,15,0,1
13,2,157,3,17,0,1
19,2,143,8,10,1,0
7,6,163,19,15,0,1
8,8,96,8,14,1,0
12,9,56,12,11,1,0
10,2,0,5,14,0,1
1,9,108,10,16,0,1
1,1,171,8,11,0,1
12,0,135,11,14,0,1
13,5,133,2,15,1,0
6,3,94,7,13,1,0
2,8,178,10,17,0,1
15,0,81,16,16,1,0
3,9,61,9,16,1,0
6,3,47,5,17,0,1
14,4,81,14,13,1,0
13,7,167,16,18,0,1
5,7,57,12,15,1,0
7,0,31,19,15,0,1
17,4,158,7,10,1,0
15,0,39,16,14,0,1
3,4,73,16,18,0,1
2,4,32,20,17,1,0
20,5,89,16,19,0,1
0,8,98,13,16,0,1
15,5,95,13,15,1,0
13,5,67,18,17,1,0
14,6,137,9,10,1,0
16,5,91,18,15,0,1
1,5,42,10,12,1,0
2,6,31,8,16,0,1
9,5,37,18,10,1,0
20,3,1,1,15,0,1
10,5,34,10,14,0,1
15,9,164,1,18,0,1
9,7,170,4,18,0,1
14,5,94,5,15,0,1
6,1,159,13,16,0,1
7,9,66,11,19,1,0
5,8,52,2,14,0,1
6,9,60,10,14,1,0
9,6,21,7,14,0,1
11,2,63,15,12,1,0
4,5,159,4,17,0,1
3,3,59,11,11,0,1
7,5,109,4,11,1,0
12,1,128,6,10,1,0
12,2,159,15,17,0,1
16,6,140,3,15,1,0
17,7,153,6,13,1,0
8,2,176,8,14,0,1
6,2,2,18,10,0,1
18,0,147,8,15,0,1
5,9,15,3,10,1,0
6,8,21,16,19,0,1
19,4,39,8,13,0,1
14,9,56,13,11,1,0
8,2,115,0,19,1,0
20,9,160,20,10,1,0
1,2,92,1,11,1,0
15,4,2,11,15,0,1
0,7,145,3,13,0,1
8,0,21,12,12,0,1
8,5,167,10,16,0,1
0,1,125,10,10,0,1
0,4,136,14,14,0,1
7,4,137,16,14,0,1
13,3,41,18,17,0,1
18,2,109,13,16,1,0
4,4,178,15,15,0,1
17,1,79,8,18,0,1
19,0,64,0,10,0,1
9,7,98,16,11,0,1
17,9,97,17,10,1,0
10,9,65,1,10,0,1
6,2,54,17,18,1,0
2,3,37,19,16,1,0
13,6,30,9,14,0,1
12,9,123,0,18,0,1
12,4,103,6,11,0,1
12,9,143,2,19,1,0
8,8,10,4,11,0,1
0,5,118,17,14,0,1
0,4,114,17,17,0,1
5,0,67,2,15,0,1
10,3,54,10,18,0,1
18,0,27,2,18,0,1
14,7,71,13,15,0,1
20,1,148,2,15,0,1
1,1,31,6,13,0,1
9,0,92,20,10,0,1
15,8,44,0,16,0,1
11,6,173,14,14,0,1
7,9,175,8,14,0,1
14,4,108,18,18,0,1
16,7,103,13,12,1,0
12,5,71,17,16,1,0
3,7,55,4,19,0,1
17,4,77,1,12,0,1
19,8,124,19,11,1,0
11,5,8,13,19,0,1
12,8,175,1,10,1,0
1,0,58,12,12,0,1
2,8,17,9,18,0,1
0,8,64,0,19,0,1
14,7,154,3,12,1,0
15,0,99,12,13,1,0
9,1,125,4,10,1,0
6,5,89,1,13,0,1
5,7,147,16,17,0,1
14,4,61,7,12,0,1
3,5,112,8,17,0,1
13,5,12,3,15,0,1
11,8,72,14,13,1,0
11,6,45,9,13,0,1
15,2,116,12,10,1,0
9,5,33,19,18,0,1
18,6,112,16,12,1,0
6,9,153,12,17,0,1
15,0,121,3,17,1,0
4,6,127,4,15,0,1
12,6,147,6,10,1,0
10,2,26,10,14,0,1
19,1,115,13,12,1,0
6,5,78,16,11,0,1
14,6,113,9,17,1,0
19,9,154,3,16,1,0
1,1,12,20,18,0,1
10,9,147,13,16,0,1
12,8,151,15,16,0,1
17,2,45,6,18,0,1
1,0,74,6,12,1,0
15,4,134,10,10,1,0
0,6,39,12,18,1,0
16,2,138,0,19,1,0
10,4,169,18,10,0,1
16,2,115,13,12,1,0
5,4,66,7,11,1,0
1,3,90,6,19,0,1
8,9,160,8,11,1,0
3,5,79,0,14,0,1
11,6,102,5,14,0,1
16,6,75,20,17,1,0
14,3,171,5,12,0,1
2,2,64,9,13,1,0
10,8,100,9,19,1,0
9,7,43,9,19,0,1
18,9,71,20,18,1,0
16,7,112,3,18,0,1
1,6,26,0,11,0,1
7,7,72,10,16,1,0
11,3,174,20,17,0,1
4,1,37,14,11,1,0
13,0,80,13,16,0,1
19,4,152,2,11,1,0
13,6,179,0,11,0,1
10,9,81,16,14,0,1
5,9,28,6,11,1,0
15,6,95,16,16,1,0
11,9,15,12,11,1,0
14,1,140,1,10,1,0
10,9,93,8,14,1,0
3,7,22,20,13,1,0
5,7,60,19,16,0,1
11,6,105,8,15,1,0
5,0,68,9,15,1,0
7,4,124,2,11,1,0
14,3,90,13,14,1,0
19,8,144,15,16,0,1
14,5,148,19,10,0,1
14,7,1,7,16,0,1
11,2,121,2,19,1,0
20,2,161,6,13,0,1
20,6,72,13,18,0,1
12,1,143,1,19,0,1
4,9,17,14,13,1,0
9,8,160,9,10,1,0
7,6,25,19,15,0,1
19,4,20,18,13,0,1
20,0,94,20,15,1,0
7,7,92,14,15,0,1
12,0,83,14,17,1,0
8,2,94,11,15,0,1
2,5,17,16,11,1,0
18,4,101,8,19,0,1
15,2,128,3,16,1,0
4,3,72,6,11,1,0
6,9,64,4,12,0,1
11,9,120,10,16,0,1
6,2,146,3,12,0,1
10,2,77,16,17,0,1
7,1,76,9,10,1,0
12,7,87,11,19,1,0
6,8,68,19,11,0,1
15,4,40,15,18,0,1
11,9,7,20,11,1,0
13,1,15,2,14,0,1
5,2,95,17,11,0,1
2,4,37,9,11,1,0
14,6,138,16,11,0,1
19,8,166,5,10,1,0
2,7,86,1,14,1,0
8,8,108,11,17,0,1
3,5,53,15,12,0,1
5,3,160,12,14,0,1
1,0,49,11,19,0,1
4,3,158,13,17,0,1
0,6,34,18,19,1,0
6,0,99,2,14,1,0
6,2,79,3,11,0,1
7,4,60,3,17,0,1
0,8,128,2,15,0,1
11,9,60,6,16,0,1
5,4,102,2,15,1,0
9,0,107,3,13,1,0
17,8,155,1,13,0,1
10,8,57,15,18,1,0
17,4,89,18,19,1,0
4,8,65,7,18,1,0
17,7,117,12,16,1,0
18,7,22,2,11,0,1
12,5,100,10,12,1,0
20,4,7,9,14,0,1
0,9,19,18,17,1,0
0,0,160,1,16,0,1
8,6,132,4,10,1,0
15,5,121,12,15,0,1
1,7,74,5,17,1,0
5,0,92,6,18,1,0
20,1,28,20,11,0,1
0,2,146,16,11,0,1
1,0,42,14,11,1,0
15,8,85,5,17,0,1
5,6,133,5,14,0,1
6,7,35,11,11,1,0
8,9,168,0,11,1,0
8,4,57,15,18,1,0
16,6,176,14,16,0,1
15,8,81,14,14,1,0
19,4,118,18,10,1,0
4,3,111,0,10,1,0
13,2,37,4,12,0,1
19,7,114,18,10,1,0
17,1,112,11,14,1,0
12,6,170,20,16,0,1
5,0,12,13,17,0,1
20,7,117,15,19,1,0
11,6,71,4,19,0,1
10,4,173,20,19,0,1
14,8,50,5,11,0,1
16,2,31,8,13,0,1
9,8,39,20,16,1,0
7,9,102,11,19,0,1
1,3,143,0,16,0,1
14,0,70,3,16,0,1
0,7,61,5,12,1,0
9,2,139,16,14,0,1
16,6,100,0,14,0,1
0,1,84,10,10,0,1
11,5,77,7,14,0,1
13,6,16,7,17,0,1
0,8,12,6,10,1,0
15,5,172,19,17,0,1
5,4,159,5,12,0,1
11,8,118,1,17,0,1
10,3,123,19,13,0,1
12,8,53,12,16,0,1
3,4,52,6,11,1,0
5,4,20,15,13,0,1
9,3,164,11,18,0,1
0,5,83,2,13,1,0
1,9,77,16,18,0,1
4,4,90,5,13,1,0
4,2,56,3,15,0,1
16,2,180,9,13,0,1
18,9,168,12,11,1,0
8,6,93,9,19,1,0
9,2,69,11,13,0,1
11,3,76,0,17,0,1
17,2,80,18,15,1,0
14,6,108,10,12,1,0
11,6,120,2,16,0,1
0,3,29,19,12,1,0
13,0,97,18,17,0,1
17,6,145,4,12,0,1
11,1,85,10,10,1,0
13,2,50,7,19,0,1
13,3,124,7,10,1,0
4,9,132,3,11,1,0
5,8,77,10,18,0,1
18,8,26,6,10,0,1
5,1,163,0,12,0,1
1,7,77,2,16,1,0
17,0,122,5,18,1,0
16,8,6,8,18,0,1
20,1,152,5,10,1,0
5,9,78,19,15,0,1
11,7,101,20,19,0,1
0,4,147,20,11,0,1
7,6,98,8,12,1,0
18,0,91,9,18,0,1
9,4,129,2,13,1,0
20,8,97,20,12,1,0
1,1,108,19,13,0,1
3,5,159,4,10,0,1
0,4,42,5,10,1,0
11,0,72,11,14,0,1
7,0,154,15,18,0,1
1,3,24,0,18,0,1
3,1,61,9,10,1,0
7,4,63,8,10,1,0
4,2,69,10,11,0,1
20,8,170,20,13,0,1
15,9,18,1,15,0,1
11,9,138,3,16,1,0
9,9,104,20,12,0,1
19,0,49,1,11,0,1
5,9,67,10,17,1,0
14,0,90,5,18,0,1
2,1,171,16,12,0,1
6,7,38,10,11,1,0
18,1,145,2,11,1,0
1,2,28,18,10,1,0
7,5,152,4,13,0,1
2,3,64,8,13,1,0
8,2,24,11,10,0,1
1,1,49,16,17,1,0
2,3,83,16,14,0,1
10,7,97,8,16,1,0
20,9,141,12,15,1,0
6,9,89,1,13,0,1
17,9,126,12,19,1,0
8,3,65,10,11,1,0
3,3,146,3,12,0,1
13,5,156,12,19,0,1
17,5,118,6,17,0,1
10,6,134,7,13,0,1
14,0,111,11,11,1,0
1,4,50,6,10,1,0
4,5,154,17,14,0,1
10,0,96,6,16,0,1
12,0,4,5,19,0,1
20,9,104,2,18,0,1
0,8,132,19,12,0,1
2,4,52,12,16,1,0
16,6,1,16,12,0,1
18,9,151,13,11,1,0
17,1,123,19,12,0,1
19,6,82,20,16,1,0
7,4,141,0,12,1,0
19,3,128,9,14,1,0
13,3,56,20,17,0,1
11,1,133,20,16,0,1
8,9,43,5,15,0,1
15,7,170,3,10,1,0
9,3,131,2,12,1,0
19,7,131,11,18,1,0
15,8,57,17,12,1,0
19,7,63,11,19,0,1
13,1,9,4,11,0,1
14,5,155,19,16,0,1
18,0,52,15,13,0,1
12,6,91,12,17,1,0
9,2,48,9,17,0,1
14,1,108,14,17,0,1
18,8,115,17,14,1,0
4,9,171,7,18,0,1
14,3,79,18,14,1,0
7,1,99,4,17,1,0
2,9,63,7,17,1,0
14,1,95,13,11,1,0
2,7,94,11,17,0,1
18,8,137,13,12,1,0
7,0,155,2,11,0,1
4,7,172,15,19,0,1
10,4,174,7,19,0,1
0,2,40,8,10,1,0
15,1,135,19,17,0,1
18,6,165,2,10,1,0
11,4,14,6,18,0,1
16,2,16,6,12,0,1
7,7,51,10,11,1,0
14,1,89,16,17,1,0
14,9,166,3,10,1,0
5,3,32,0,13,0,1
15,7,161,18,19,0,1
20,8,146,13,14,1,0
4,1,97,13,17,0,1
7,1,48,5,15,0,1
18,5,144,5,16,1,0
15,3,31,1,16,0,1
12,6,116,12,17,0,1
17,7,157,10,11,1,0
1,9,58,4,14,1,0
18,5,81,9,18,0,1
2,2,84,9,16,0,1
16,2,95,10,18,0,1
8,0,27,8,13,0,1
11,1,92,13,19,0,1
9,4,50,13,19,0,1
15,0,27,4,11,0,1
11,4,31,11,15,0,1
9,9,44,18,18,1,0
19,1,123,15,10,1,0
10,7,167,5,10,1,0
20,2,154,0,13,1,0
8,3,29,14,11,0,1
18,9,145,13,13,1,0
1,7,22,15,13,1,0
7,5,121,2,16,1,0
15,4,112,9,13,0,1
19,3,107,14,18,1,0
9,9,46,19,17,1,0
17,4,69,18,10,1,0
17,8,134,9,18,1,0
9,1,2,1,19,0,1
2,9,100,9,19,0,1
0,8,169,13,10,0,1
14,5,81,19,18,0,1
8,9,50,12,13,1,0
18,5,122,7,10,0,1
12,7,35,20,14,1,0
13,5,1,2,10,0,1
3,7,38,12,13,1,0
